日期,股票代码,名称,收盘价,开盘价
2019-01-11,'000005,世纪星源,3.0,2.91
2019-01-10,'000005,世纪星源,2.94,2.84
2019-01-09,'000005,世纪星源,2.86,2.84
2019-01-08,'000005,世纪星源,2.83,2.84
2019-01-07,'000005,世纪星源,2.84,2.78
2019-01-04,'000005,世纪星源,2.75,2.67
2019-01-03,'000005,世纪星源,2.68,2.68
2019-01-02,'000005,世纪星源,2.67,2.69
2018-12-28,'000005,世纪星源,2.68,2.66
2018-12-27,'000005,世纪星源,2.66,2.8
2018-12-26,'000005,世纪星源,2.74,2.76
2018-12-25,'000005,世纪星源,2.76,2.83
2018-12-24,'000005,世纪星源,2.84,2.83
2018-12-21,'000005,世纪星源,2.83,2.86
2018-12-20,'000005,世纪星源,2.86,2.85
2018-12-19,'000005,世纪星源,2.87,2.92
2018-12-18,'000005,世纪星源,2.9,2.92
2018-12-17,'000005,世纪星源,2.95,2.91
2018-12-14,'000005,世纪星源,2.94,3.0
2018-12-13,'000005,世纪星源,3.0,3.0
2018-12-12,'000005,世纪星源,3.01,3.04
2018-12-11,'000005,世纪星源,3.04,2.94
2018-12-10,'000005,世纪星源,2.92,3.0
2018-12-07,'000005,世纪星源,3.02,3.02
2018-12-06,'000005,世纪星源,3.01,3.0
2018-12-05,'000005,世纪星源,3.01,3.0
2018-12-04,'000005,世纪星源,3.06,3.08
2018-12-03,'000005,世纪星源,3.08,3.03
2018-11-30,'000005,世纪星源,3.0,2.93
2018-11-29,'000005,世纪星源,3.0,3.0
2018-11-28,'000005,世纪星源,2.96,2.92
2018-11-27,'000005,世纪星源,2.92,2.94
2018-11-26,'000005,世纪星源,2.92,2.87
2018-11-23,'000005,世纪星源,2.9,3.07
2018-11-22,'000005,世纪星源,3.06,3.03
2018-11-21,'000005,世纪星源,3.06,3.01
2018-11-20,'000005,世纪星源,3.06,3.11
2018-11-19,'000005,世纪星源,3.17,3.17
2018-11-16,'000005,世纪星源,3.15,3.04
2018-11-15,'000005,世纪星源,3.08,3.07
2018-11-14,'000005,世纪星源,3.08,3.09
2018-11-13,'000005,世纪星源,3.15,2.95
2018-11-12,'000005,世纪星源,3.0,2.83
2018-11-09,'000005,世纪星源,2.87,2.92
2018-11-08,'000005,世纪星源,2.86,2.81
2018-11-07,'000005,世纪星源,2.79,2.84
2018-11-06,'000005,世纪星源,2.82,2.82
2018-11-05,'000005,世纪星源,2.81,2.76
2018-11-02,'000005,世纪星源,2.76,2.73
2018-11-01,'000005,世纪星源,2.71,2.74
2018-10-31,'000005,世纪星源,2.73,2.69
2018-10-30,'000005,世纪星源,2.69,2.66
2018-10-29,'000005,世纪星源,2.67,2.72
2018-10-26,'000005,世纪星源,2.73,2.75
2018-10-25,'000005,世纪星源,2.73,2.7
2018-10-24,'000005,世纪星源,2.8,2.76
2018-10-23,'000005,世纪星源,2.77,2.86
2018-10-22,'000005,世纪星源,2.86,2.6
2018-10-19,'000005,世纪星源,2.6,2.5
2018-10-18,'000005,世纪星源,2.53,2.59
2018-10-17,'000005,世纪星源,2.59,2.6
2018-10-16,'000005,世纪星源,2.55,2.58
2018-10-15,'000005,世纪星源,2.57,2.63
2018-10-12,'000005,世纪星源,2.61,2.62
2018-10-11,'000005,世纪星源,2.62,2.84
2018-10-10,'000005,世纪星源,2.89,2.86
2018-10-09,'000005,世纪星源,2.86,2.85
2018-10-08,'000005,世纪星源,2.85,2.9
2018-09-28,'000005,世纪星源,2.94,2.96
2018-09-27,'000005,世纪星源,2.95,3.01
2018-09-26,'000005,世纪星源,3.01,3.01
2018-09-25,'000005,世纪星源,3.0,3.04
2018-09-21,'000005,世纪星源,3.07,3.03
2018-09-20,'000005,世纪星源,3.04,3.03
2018-09-19,'000005,世纪星源,3.03,2.97
2018-09-18,'000005,世纪星源,2.98,2.96
2018-09-17,'000005,世纪星源,2.94,2.96
2018-09-14,'000005,世纪星源,2.96,2.99
2018-09-13,'000005,世纪星源,3.0,2.96
2018-09-12,'000005,世纪星源,2.96,2.94
2018-09-11,'000005,世纪星源,2.95,2.94
2018-09-10,'000005,世纪星源,2.98,3.03
2018-09-07,'000005,世纪星源,2.97,2.98
2018-09-06,'000005,世纪星源,2.96,2.95
2018-09-05,'000005,世纪星源,2.96,3.01
2018-09-04,'000005,世纪星源,3.02,3.0
2018-09-03,'000005,世纪星源,2.99,2.96
2018-08-31,'000005,世纪星源,2.96,2.97
2018-08-30,'000005,世纪星源,2.99,3.08
2018-08-29,'000005,世纪星源,3.08,3.06
2018-08-28,'000005,世纪星源,3.1,3.03
2018-08-27,'000005,世纪星源,3.03,2.98
2018-08-24,'000005,世纪星源,2.97,2.96
2018-08-23,'000005,世纪星源,2.96,2.95
2018-08-22,'000005,世纪星源,2.95,2.97
2018-08-21,'000005,世纪星源,2.98,2.98
2018-08-20,'000005,世纪星源,2.96,2.93
2018-08-17,'000005,世纪星源,2.93,2.97
2018-08-16,'000005,世纪星源,2.96,3.0
2018-08-15,'000005,世纪星源,3.01,3.1
2018-08-14,'000005,世纪星源,3.1,3.06
2018-08-13,'000005,世纪星源,3.06,3.04
2018-08-10,'000005,世纪星源,3.08,3.05
2018-08-09,'000005,世纪星源,3.06,2.98
2018-08-08,'000005,世纪星源,3.01,2.98
2018-08-07,'000005,世纪星源,2.98,2.9
2018-08-06,'000005,世纪星源,2.9,2.98
2018-08-03,'000005,世纪星源,2.97,3.0
2018-08-02,'000005,世纪星源,2.99,3.06
2018-08-01,'000005,世纪星源,3.08,3.13
2018-07-31,'000005,世纪星源,3.15,3.17
2018-07-30,'000005,世纪星源,3.17,3.17
2018-07-27,'000005,世纪星源,3.2,3.27
2018-07-26,'000005,世纪星源,3.2,3.14
2018-07-25,'000005,世纪星源,3.13,3.16
2018-07-24,'000005,世纪星源,3.23,3.02
2018-07-23,'000005,世纪星源,3.03,3.04
2018-07-20,'000005,世纪星源,3.04,3.03
2018-07-19,'000005,世纪星源,3.07,3.19
2018-07-18,'000005,世纪星源,3.22,2.93
2018-07-17,'000005,世纪星源,2.93,2.95
2018-07-16,'000005,世纪星源,2.94,2.93
2018-07-13,'000005,世纪星源,2.94,2.9
2018-07-12,'000005,世纪星源,2.89,2.84
2018-07-11,'000005,世纪星源,2.83,2.9
2018-07-10,'000005,世纪星源,2.91,2.91
2018-07-09,'000005,世纪星源,2.9,2.87
2018-07-06,'000005,世纪星源,2.87,2.89
2018-07-05,'000005,世纪星源,2.86,2.93
2018-07-04,'000005,世纪星源,2.93,2.93
2018-07-03,'000005,世纪星源,2.93,2.89
2018-07-02,'000005,世纪星源,2.9,2.97
2018-06-29,'000005,世纪星源,2.96,2.9
2018-06-28,'000005,世纪星源,2.9,2.95
2018-06-27,'000005,世纪星源,2.95,2.94
2018-06-26,'000005,世纪星源,2.95,2.91
2018-06-25,'000005,世纪星源,2.93,2.93
2018-06-22,'000005,世纪星源,2.93,2.85
2018-06-21,'000005,世纪星源,2.91,2.93
2018-06-20,'000005,世纪星源,2.9,2.79
2018-06-19,'000005,世纪星源,2.8,3.08
2018-06-15,'000005,世纪星源,3.11,3.16
2018-06-14,'000005,世纪星源,3.17,3.19
2018-06-13,'000005,世纪星源,3.18,3.28
2018-06-12,'000005,世纪星源,3.28,3.3
2018-06-11,'000005,世纪星源,3.29,3.33
2018-06-08,'000005,世纪星源,3.33,3.39
2018-06-07,'000005,世纪星源,3.38,3.42
2018-06-06,'000005,世纪星源,3.39,3.42
2018-06-05,'000005,世纪星源,3.42,3.39
2018-06-04,'000005,世纪星源,3.4,3.43
2018-06-01,'000005,世纪星源,3.44,3.42
2018-05-31,'000005,世纪星源,3.44,3.42
2018-05-30,'000005,世纪星源,3.4,3.52
2018-05-29,'000005,世纪星源,3.6,3.63
2018-05-28,'000005,世纪星源,3.68,3.7
2018-05-25,'000005,世纪星源,3.71,3.68
2018-05-24,'000005,世纪星源,3.66,3.67
2018-05-23,'000005,世纪星源,3.66,3.69
2018-05-22,'000005,世纪星源,3.69,3.7
2018-05-21,'000005,世纪星源,3.7,3.7
2018-05-18,'000005,世纪星源,3.68,3.66
2018-05-17,'000005,世纪星源,3.68,3.67
2018-05-16,'000005,世纪星源,3.7,3.7
2018-05-15,'000005,世纪星源,3.72,3.76
2018-05-14,'000005,世纪星源,3.75,3.72
2018-05-11,'000005,世纪星源,3.76,3.73
2018-05-10,'000005,世纪星源,3.75,3.68
2018-05-09,'000005,世纪星源,3.68,3.7
2018-05-08,'000005,世纪星源,3.7,3.69
2018-05-07,'000005,世纪星源,3.7,3.65
2018-05-04,'000005,世纪星源,3.64,3.64
2018-05-03,'000005,世纪星源,3.63,3.58
2018-05-02,'000005,世纪星源,3.61,3.58
2018-04-27,'000005,世纪星源,3.58,3.58
2018-04-26,'000005,世纪星源,3.57,3.64
2018-04-25,'000005,世纪星源,3.65,3.63
2018-04-24,'000005,世纪星源,3.64,3.53
2018-04-23,'000005,世纪星源,3.51,3.53
2018-04-20,'000005,世纪星源,3.52,3.63
2018-04-19,'000005,世纪星源,3.63,3.62
2018-04-18,'000005,世纪星源,3.62,3.6
2018-04-17,'000005,世纪星源,3.58,3.62
2018-04-16,'000005,世纪星源,3.61,3.64
2018-04-13,'000005,世纪星源,3.64,3.7
2018-04-12,'000005,世纪星源,3.68,3.72
2018-04-11,'000005,世纪星源,3.72,3.74
2018-04-10,'000005,世纪星源,3.75,3.77
2018-04-09,'000005,世纪星源,3.76,3.74
2018-04-04,'000005,世纪星源,3.76,3.77
2018-04-03,'000005,世纪星源,3.75,3.77
2018-04-02,'000005,世纪星源,3.83,3.8
2018-03-30,'000005,世纪星源,3.86,4.03
2018-03-29,'000005,世纪星源,3.92,3.85
2018-03-28,'000005,世纪星源,3.9,3.73
2018-03-27,'000005,世纪星源,3.77,3.72
2018-03-26,'000005,世纪星源,3.69,3.6
2018-03-23,'000005,世纪星源,3.66,3.8
2018-03-22,'000005,世纪星源,3.92,3.92
2018-03-21,'000005,世纪星源,3.92,3.98
2018-03-20,'000005,世纪星源,3.98,3.9
2018-03-19,'000005,世纪星源,3.95,3.97
2018-03-16,'000005,世纪星源,3.97,3.98
2018-03-15,'000005,世纪星源,3.99,4.07
2018-03-14,'000005,世纪星源,4.11,4.09
2018-03-13,'000005,世纪星源,4.1,4.11
2018-03-12,'000005,世纪星源,4.14,4.11
2018-03-09,'000005,世纪星源,4.12,4.13
2018-03-08,'000005,世纪星源,4.17,4.23
2018-03-07,'000005,世纪星源,4.26,3.84
2018-03-06,'000005,世纪星源,3.87,3.82
2018-03-05,'000005,世纪星源,3.82,3.84
2018-03-02,'000005,世纪星源,3.85,3.82
2018-03-01,'000005,世纪星源,3.83,3.8
2018-02-28,'000005,世纪星源,3.82,3.79
2018-02-27,'000005,世纪星源,3.8,3.82
2018-02-26,'000005,世纪星源,3.82,3.78
2018-02-23,'000005,世纪星源,3.78,3.77
2018-02-22,'000005,世纪星源,3.78,3.74
2018-02-14,'000005,世纪星源,3.76,3.73
2018-02-13,'000005,世纪星源,3.7,3.76
2018-02-12,'000005,世纪星源,3.73,3.64
2018-02-09,'000005,世纪星源,3.64,3.68
2018-02-08,'000005,世纪星源,3.71,3.65
2018-02-07,'000005,世纪星源,3.65,3.67
2018-02-06,'000005,世纪星源,3.63,3.76
2018-02-05,'000005,世纪星源,3.82,3.79
2018-02-02,'000005,世纪星源,3.8,3.9
2018-02-01,'000005,世纪星源,3.87,4.01
2018-01-31,'000005,世纪星源,4.03,4.11
2018-01-30,'000005,世纪星源,4.14,4.17
2018-01-29,'000005,世纪星源,4.17,4.23
2018-01-26,'000005,世纪星源,4.23,4.21
2018-01-25,'000005,世纪星源,4.21,4.2
2018-01-24,'000005,世纪星源,4.2,4.2
2018-01-23,'000005,世纪星源,4.18,4.18
2018-01-22,'000005,世纪星源,4.17,4.2
2018-01-19,'000005,世纪星源,4.21,4.24
2018-01-18,'000005,世纪星源,4.24,4.22
2018-01-17,'000005,世纪星源,4.24,4.29
2018-01-16,'000005,世纪星源,4.31,4.22
2018-01-15,'000005,世纪星源,4.21,4.35
2018-01-12,'000005,世纪星源,4.37,4.28
2018-01-11,'000005,世纪星源,4.29,4.3
2018-01-10,'000005,世纪星源,4.32,4.39
2018-01-09,'000005,世纪星源,4.41,4.35
2018-01-08,'000005,世纪星源,4.37,4.29
2018-01-05,'000005,世纪星源,4.34,4.26
2018-01-04,'000005,世纪星源,4.29,4.27
2018-01-03,'000005,世纪星源,4.27,4.35
2018-01-02,'000005,世纪星源,4.32,4.15
2017-12-29,'000005,世纪星源,4.14,4.13
2017-12-28,'000005,世纪星源,4.12,4.07
2017-12-27,'000005,世纪星源,4.06,4.1
2017-12-26,'000005,世纪星源,4.1,4.08
2017-12-25,'000005,世纪星源,4.1,4.13
2017-12-22,'000005,世纪星源,4.13,4.19
2017-12-21,'000005,世纪星源,4.16,4.1
2017-12-20,'000005,世纪星源,4.1,4.17
2017-12-19,'000005,世纪星源,4.17,4.2
2017-12-18,'000005,世纪星源,4.2,4.17
2017-12-15,'000005,世纪星源,4.18,4.2
2017-12-14,'000005,世纪星源,4.23,4.2
2017-12-13,'000005,世纪星源,4.19,4.23
2017-12-12,'000005,世纪星源,4.22,4.18
2017-12-11,'000005,世纪星源,4.17,4.1
2017-12-08,'000005,世纪星源,4.11,4.04
2017-12-07,'000005,世纪星源,4.04,4.0
2017-12-06,'000005,世纪星源,4.0,3.98
2017-12-05,'000005,世纪星源,3.97,4.17
2017-12-04,'000005,世纪星源,4.17,4.24
2017-12-01,'000005,世纪星源,4.22,4.2
2017-11-30,'000005,世纪星源,4.2,4.24
2017-11-29,'000005,世纪星源,4.24,4.23
2017-11-28,'000005,世纪星源,4.23,4.19
2017-11-27,'000005,世纪星源,4.18,4.23
2017-11-24,'000005,世纪星源,4.21,4.22
2017-11-23,'000005,世纪星源,4.22,4.37
2017-11-22,'000005,世纪星源,4.39,4.46
2017-11-21,'000005,世纪星源,4.47,4.47
2017-11-20,'000005,世纪星源,4.5,4.5
2017-11-17,'000005,世纪星源,4.59,4.63
2017-11-16,'000005,世纪星源,4.64,4.61
2017-11-15,'000005,世纪星源,4.64,4.64
2017-11-14,'000005,世纪星源,4.66,4.61
2017-11-13,'000005,世纪星源,4.63,4.64
2017-11-10,'000005,世纪星源,4.64,4.64
2017-11-09,'000005,世纪星源,4.65,4.61
2017-11-08,'000005,世纪星源,4.61,4.63
2017-11-07,'000005,世纪星源,4.63,4.56
2017-11-06,'000005,世纪星源,4.56,4.55
2017-11-03,'000005,世纪星源,4.55,4.62
2017-11-02,'000005,世纪星源,4.62,4.7
2017-11-01,'000005,世纪星源,4.68,4.73
2017-10-31,'000005,世纪星源,4.73,4.66
2017-10-30,'000005,世纪星源,4.72,4.87
2017-10-27,'000005,世纪星源,4.86,4.89
2017-10-26,'000005,世纪星源,4.91,4.9
2017-10-25,'000005,世纪星源,4.9,4.89
2017-10-24,'000005,世纪星源,4.88,4.94
2017-10-23,'000005,世纪星源,4.94,4.9
2017-10-20,'000005,世纪星源,4.9,4.84
2017-10-19,'000005,世纪星源,4.84,4.91
2017-10-18,'000005,世纪星源,4.91,5.03
2017-10-17,'000005,世纪星源,5.03,5.02
2017-10-16,'000005,世纪星源,5.04,5.15
2017-10-13,'000005,世纪星源,5.2,5.08
2017-10-12,'000005,世纪星源,5.08,5.16
2017-10-11,'000005,世纪星源,5.16,5.11
2017-10-10,'000005,世纪星源,5.1,5.08
2017-10-09,'000005,世纪星源,5.08,5.08
2017-09-29,'000005,世纪星源,5.05,5.01
2017-09-28,'000005,世纪星源,5.01,5.09
2017-09-27,'000005,世纪星源,5.09,5.03
2017-09-26,'000005,世纪星源,5.04,5.05
2017-09-25,'000005,世纪星源,5.05,5.09
2017-09-22,'000005,世纪星源,5.12,5.2
2017-09-21,'000005,世纪星源,5.16,5.29
2017-09-20,'000005,世纪星源,5.29,5.3
2017-09-19,'000005,世纪星源,5.34,5.25
2017-09-18,'000005,世纪星源,5.25,5.21
2017-09-15,'000005,世纪星源,5.23,5.18
