ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,¿ªÅÌ¼Û
2014-12-11,'000596,¹Å¾®¹±¾Æ,30.5,30.9
2014-12-10,'000596,¹Å¾®¹±¾Æ,30.87,29.5
2014-12-09,'000596,¹Å¾®¹±¾Æ,29.66,31.76
2014-12-08,'000596,¹Å¾®¹±¾Æ,32.24,31.01
2014-12-05,'000596,¹Å¾®¹±¾Æ,32.25,33.57
2014-12-04,'000596,¹Å¾®¹±¾Æ,33.7,32.78
2014-12-03,'000596,¹Å¾®¹±¾Æ,33.0,31.04
2014-12-02,'000596,¹Å¾®¹±¾Æ,31.46,30.39
2014-12-01,'000596,¹Å¾®¹±¾Æ,29.36,26.77
2014-11-28,'000596,¹Å¾®¹±¾Æ,26.69,27.32
2014-11-27,'000596,¹Å¾®¹±¾Æ,27.39,27.27
2014-11-26,'000596,¹Å¾®¹±¾Æ,27.49,26.03
2014-11-25,'000596,¹Å¾®¹±¾Æ,26.0,25.32
2014-11-24,'000596,¹Å¾®¹±¾Æ,25.57,25.5
2014-11-21,'000596,¹Å¾®¹±¾Æ,25.44,25.11
2014-11-20,'000596,¹Å¾®¹±¾Æ,25.32,25.34
2014-11-19,'000596,¹Å¾®¹±¾Æ,25.55,25.8
2014-11-18,'000596,¹Å¾®¹±¾Æ,25.95,25.47
2014-11-17,'000596,¹Å¾®¹±¾Æ,25.71,26.6
2014-11-14,'000596,¹Å¾®¹±¾Æ,26.28,25.0
2014-11-13,'000596,¹Å¾®¹±¾Æ,25.15,25.5
2014-11-12,'000596,¹Å¾®¹±¾Æ,25.84,25.68
2014-11-11,'000596,¹Å¾®¹±¾Æ,25.64,25.9
2014-11-10,'000596,¹Å¾®¹±¾Æ,25.3,23.12
2014-11-07,'000596,¹Å¾®¹±¾Æ,23.0,23.92
2014-11-06,'000596,¹Å¾®¹±¾Æ,23.9,23.55
2014-11-05,'000596,¹Å¾®¹±¾Æ,23.6,23.47
2014-11-04,'000596,¹Å¾®¹±¾Æ,23.57,24.11
2014-11-03,'000596,¹Å¾®¹±¾Æ,24.18,24.1
2014-10-31,'000596,¹Å¾®¹±¾Æ,24.18,23.8
2014-10-30,'000596,¹Å¾®¹±¾Æ,23.78,24.0
2014-10-29,'000596,¹Å¾®¹±¾Æ,23.88,23.93
2014-10-28,'000596,¹Å¾®¹±¾Æ,23.8,23.65
2014-10-27,'000596,¹Å¾®¹±¾Æ,23.65,22.97
2014-10-24,'000596,¹Å¾®¹±¾Æ,23.1,23.35
2014-10-23,'000596,¹Å¾®¹±¾Æ,23.42,24.3
2014-10-22,'000596,¹Å¾®¹±¾Æ,24.41,25.79
2014-10-21,'000596,¹Å¾®¹±¾Æ,25.8,25.8
2014-10-20,'000596,¹Å¾®¹±¾Æ,25.85,26.1
2014-10-17,'000596,¹Å¾®¹±¾Æ,26.02,25.2
2014-10-16,'000596,¹Å¾®¹±¾Æ,25.31,25.2
2014-10-15,'000596,¹Å¾®¹±¾Æ,25.46,25.09
2014-10-14,'000596,¹Å¾®¹±¾Æ,25.08,25.27
2014-10-13,'000596,¹Å¾®¹±¾Æ,25.28,25.86
2014-10-10,'000596,¹Å¾®¹±¾Æ,26.03,26.26
2014-10-09,'000596,¹Å¾®¹±¾Æ,26.37,25.65
2014-10-08,'000596,¹Å¾®¹±¾Æ,25.68,25.93
2014-09-30,'000596,¹Å¾®¹±¾Æ,25.93,25.9
2014-09-29,'000596,¹Å¾®¹±¾Æ,25.9,26.23
2014-09-26,'000596,¹Å¾®¹±¾Æ,26.2,26.46
2014-09-25,'000596,¹Å¾®¹±¾Æ,26.46,26.19
2014-09-24,'000596,¹Å¾®¹±¾Æ,26.15,25.7
2014-09-23,'000596,¹Å¾®¹±¾Æ,25.83,25.88
2014-09-22,'000596,¹Å¾®¹±¾Æ,25.88,27.47
2014-09-19,'000596,¹Å¾®¹±¾Æ,27.5,27.46
2014-09-18,'000596,¹Å¾®¹±¾Æ,27.38,26.99
2014-09-17,'000596,¹Å¾®¹±¾Æ,26.86,27.0
2014-09-16,'000596,¹Å¾®¹±¾Æ,26.93,27.18
2014-09-15,'000596,¹Å¾®¹±¾Æ,27.2,27.04
2014-09-12,'000596,¹Å¾®¹±¾Æ,27.01,27.13
2014-09-11,'000596,¹Å¾®¹±¾Æ,27.18,27.39
2014-09-10,'000596,¹Å¾®¹±¾Æ,27.39,27.24
2014-09-09,'000596,¹Å¾®¹±¾Æ,27.18,27.97
2014-09-05,'000596,¹Å¾®¹±¾Æ,28.02,27.95
2014-09-04,'000596,¹Å¾®¹±¾Æ,28.02,28.0
2014-09-03,'000596,¹Å¾®¹±¾Æ,27.79,28.0
2014-09-02,'000596,¹Å¾®¹±¾Æ,28.14,26.7
2014-09-01,'000596,¹Å¾®¹±¾Æ,26.69,25.08
2014-08-29,'000596,¹Å¾®¹±¾Æ,25.26,24.26
2014-08-28,'000596,¹Å¾®¹±¾Æ,24.26,23.8
2014-08-27,'000596,¹Å¾®¹±¾Æ,23.79,23.7
2014-08-26,'000596,¹Å¾®¹±¾Æ,23.8,24.3
2014-08-25,'000596,¹Å¾®¹±¾Æ,24.34,25.0
2014-08-22,'000596,¹Å¾®¹±¾Æ,25.16,24.55
2014-08-21,'000596,¹Å¾®¹±¾Æ,24.63,24.9
2014-08-20,'000596,¹Å¾®¹±¾Æ,24.96,23.95
2014-08-19,'000596,¹Å¾®¹±¾Æ,24.2,24.55
2014-08-18,'000596,¹Å¾®¹±¾Æ,24.55,23.95
2014-08-15,'000596,¹Å¾®¹±¾Æ,23.94,23.57
2014-08-14,'000596,¹Å¾®¹±¾Æ,23.55,23.93
2014-08-13,'000596,¹Å¾®¹±¾Æ,23.87,22.7
2014-08-12,'000596,¹Å¾®¹±¾Æ,22.88,22.25
2014-08-11,'000596,¹Å¾®¹±¾Æ,22.01,21.94
2014-08-08,'000596,¹Å¾®¹±¾Æ,21.85,21.92
2014-08-07,'000596,¹Å¾®¹±¾Æ,21.95,23.03
2014-08-06,'000596,¹Å¾®¹±¾Æ,22.89,22.61
2014-08-05,'000596,¹Å¾®¹±¾Æ,22.72,22.25
2014-08-04,'000596,¹Å¾®¹±¾Æ,22.23,21.73
2014-08-01,'000596,¹Å¾®¹±¾Æ,21.75,21.7
2014-07-31,'000596,¹Å¾®¹±¾Æ,22.0,21.7
2014-07-30,'000596,¹Å¾®¹±¾Æ,21.82,22.2
2014-07-29,'000596,¹Å¾®¹±¾Æ,22.19,22.36
2014-07-28,'000596,¹Å¾®¹±¾Æ,22.39,22.04
2014-07-25,'000596,¹Å¾®¹±¾Æ,21.93,21.58
2014-07-24,'000596,¹Å¾®¹±¾Æ,21.55,21.44
2014-07-23,'000596,¹Å¾®¹±¾Æ,21.46,21.68
2014-07-22,'000596,¹Å¾®¹±¾Æ,21.8,21.4
2014-07-21,'000596,¹Å¾®¹±¾Æ,21.77,22.45
2014-07-18,'000596,¹Å¾®¹±¾Æ,22.3,21.04
2014-07-17,'000596,¹Å¾®¹±¾Æ,21.04,21.45
2014-07-16,'000596,¹Å¾®¹±¾Æ,21.4,21.52
2014-07-15,'000596,¹Å¾®¹±¾Æ,21.54,20.52
2014-07-14,'000596,¹Å¾®¹±¾Æ,20.51,19.15
2014-07-11,'000596,¹Å¾®¹±¾Æ,19.0,18.45
2014-07-10,'000596,¹Å¾®¹±¾Æ,18.69,18.68
2014-07-09,'000596,¹Å¾®¹±¾Æ,18.7,18.62
2014-07-08,'000596,¹Å¾®¹±¾Æ,18.62,18.55
2014-07-07,'000596,¹Å¾®¹±¾Æ,18.78,18.74
2014-07-04,'000596,¹Å¾®¹±¾Æ,18.78,19.01
2014-07-03,'000596,¹Å¾®¹±¾Æ,19.0,19.2
2014-07-02,'000596,¹Å¾®¹±¾Æ,19.2,19.01
2014-07-01,'000596,¹Å¾®¹±¾Æ,18.89,19.03
2014-06-30,'000596,¹Å¾®¹±¾Æ,19.07,18.49
2014-06-27,'000596,¹Å¾®¹±¾Æ,18.44,18.16
2014-06-26,'000596,¹Å¾®¹±¾Æ,18.16,18.2
2014-06-25,'000596,¹Å¾®¹±¾Æ,18.09,18.11
2014-06-24,'000596,¹Å¾®¹±¾Æ,18.2,17.46
2014-06-23,'000596,¹Å¾®¹±¾Æ,17.46,17.4
2014-06-20,'000596,¹Å¾®¹±¾Æ,17.31,17.24
2014-06-19,'000596,¹Å¾®¹±¾Æ,17.3,17.65
2014-06-18,'000596,¹Å¾®¹±¾Æ,17.66,17.6
2014-06-17,'000596,¹Å¾®¹±¾Æ,17.65,18.17
2014-06-16,'000596,¹Å¾®¹±¾Æ,18.16,18.18
2014-06-13,'000596,¹Å¾®¹±¾Æ,18.2,18.09
2014-06-12,'000596,¹Å¾®¹±¾Æ,18.14,18.03
2014-06-11,'000596,¹Å¾®¹±¾Æ,18.04,17.9
2014-06-10,'000596,¹Å¾®¹±¾Æ,17.84,17.67
2014-06-09,'000596,¹Å¾®¹±¾Æ,17.67,17.48
2014-06-06,'000596,¹Å¾®¹±¾Æ,17.46,17.39
2014-06-05,'000596,¹Å¾®¹±¾Æ,17.44,17.24
2014-06-04,'000596,¹Å¾®¹±¾Æ,17.23,18.13
2014-06-03,'000596,¹Å¾®¹±¾Æ,18.08,18.24
2014-05-30,'000596,¹Å¾®¹±¾Æ,18.14,18.08
2014-05-29,'000596,¹Å¾®¹±¾Æ,18.1,18.32
2014-05-28,'000596,¹Å¾®¹±¾Æ,18.44,18.11
2014-05-27,'000596,¹Å¾®¹±¾Æ,18.18,18.33
2014-05-26,'000596,¹Å¾®¹±¾Æ,18.39,18.26
2014-05-23,'000596,¹Å¾®¹±¾Æ,18.25,18.23
2014-05-22,'000596,¹Å¾®¹±¾Æ,18.22,18.48
2014-05-21,'000596,¹Å¾®¹±¾Æ,18.47,18.31
2014-05-20,'000596,¹Å¾®¹±¾Æ,18.3,18.55
2014-05-19,'000596,¹Å¾®¹±¾Æ,18.46,18.47
2014-05-16,'000596,¹Å¾®¹±¾Æ,18.56,18.55
2014-05-15,'000596,¹Å¾®¹±¾Æ,18.55,19.08
2014-05-14,'000596,¹Å¾®¹±¾Æ,19.11,19.28
2014-05-13,'000596,¹Å¾®¹±¾Æ,19.4,19.38
2014-05-12,'000596,¹Å¾®¹±¾Æ,19.38,19.16
2014-05-09,'000596,¹Å¾®¹±¾Æ,18.84,18.8
2014-05-08,'000596,¹Å¾®¹±¾Æ,18.9,18.7
2014-05-07,'000596,¹Å¾®¹±¾Æ,18.82,19.05
2014-05-06,'000596,¹Å¾®¹±¾Æ,19.05,18.95
2014-05-05,'000596,¹Å¾®¹±¾Æ,19.09,19.45
2014-04-30,'000596,¹Å¾®¹±¾Æ,19.47,19.6
2014-04-29,'000596,¹Å¾®¹±¾Æ,19.72,19.58
2014-04-28,'000596,¹Å¾®¹±¾Æ,19.64,19.38
2014-04-25,'000596,¹Å¾®¹±¾Æ,19.5,20.0
2014-04-24,'000596,¹Å¾®¹±¾Æ,20.1,20.52
2014-04-23,'000596,¹Å¾®¹±¾Æ,20.38,19.6
2014-04-22,'000596,¹Å¾®¹±¾Æ,19.68,18.95
2014-04-21,'000596,¹Å¾®¹±¾Æ,19.04,19.36
2014-04-18,'000596,¹Å¾®¹±¾Æ,19.69,20.01
2014-04-17,'000596,¹Å¾®¹±¾Æ,19.88,20.15
2014-04-16,'000596,¹Å¾®¹±¾Æ,20.12,19.41
2014-04-15,'000596,¹Å¾®¹±¾Æ,19.5,19.29
2014-04-14,'000596,¹Å¾®¹±¾Æ,19.29,18.88
2014-04-11,'000596,¹Å¾®¹±¾Æ,19.04,18.72
2014-04-10,'000596,¹Å¾®¹±¾Æ,18.86,18.81
2014-04-09,'000596,¹Å¾®¹±¾Æ,18.9,18.73
2014-04-08,'000596,¹Å¾®¹±¾Æ,18.68,18.19
2014-04-04,'000596,¹Å¾®¹±¾Æ,18.28,18.15
2014-04-03,'000596,¹Å¾®¹±¾Æ,18.2,18.32
2014-04-02,'000596,¹Å¾®¹±¾Æ,18.39,18.24
2014-04-01,'000596,¹Å¾®¹±¾Æ,18.24,17.76
2014-03-31,'000596,¹Å¾®¹±¾Æ,17.91,17.91
2014-03-28,'000596,¹Å¾®¹±¾Æ,18.06,19.0
2014-03-27,'000596,¹Å¾®¹±¾Æ,19.0,19.12
2014-03-26,'000596,¹Å¾®¹±¾Æ,19.18,19.2
2014-03-25,'000596,¹Å¾®¹±¾Æ,19.18,19.91
2014-03-24,'000596,¹Å¾®¹±¾Æ,20.0,19.85
2014-03-21,'000596,¹Å¾®¹±¾Æ,19.98,19.39
2014-03-20,'000596,¹Å¾®¹±¾Æ,19.56,19.95
2014-03-19,'000596,¹Å¾®¹±¾Æ,20.01,19.63
2014-03-18,'000596,¹Å¾®¹±¾Æ,19.73,19.7
2014-03-17,'000596,¹Å¾®¹±¾Æ,19.69,19.45
2014-03-14,'000596,¹Å¾®¹±¾Æ,19.55,19.51
2014-03-13,'000596,¹Å¾®¹±¾Æ,19.79,18.32
2014-03-12,'000596,¹Å¾®¹±¾Æ,18.26,18.73
2014-03-11,'000596,¹Å¾®¹±¾Æ,18.84,17.9
2014-03-10,'000596,¹Å¾®¹±¾Æ,18.13,19.3
2014-03-07,'000596,¹Å¾®¹±¾Æ,19.56,19.71
2014-03-06,'000596,¹Å¾®¹±¾Æ,19.82,19.77
2014-03-05,'000596,¹Å¾®¹±¾Æ,19.97,19.09
2014-03-04,'000596,¹Å¾®¹±¾Æ,19.0,19.18
2014-03-03,'000596,¹Å¾®¹±¾Æ,19.24,19.24
2014-02-28,'000596,¹Å¾®¹±¾Æ,19.24,18.9
2014-02-27,'000596,¹Å¾®¹±¾Æ,18.91,19.28
2014-02-26,'000596,¹Å¾®¹±¾Æ,19.3,19.72
2014-02-25,'000596,¹Å¾®¹±¾Æ,20.1,21.37
2014-02-24,'000596,¹Å¾®¹±¾Æ,21.36,22.5
2014-02-21,'000596,¹Å¾®¹±¾Æ,22.54,22.28
2014-02-20,'000596,¹Å¾®¹±¾Æ,22.29,23.23
2014-02-19,'000596,¹Å¾®¹±¾Æ,23.2,23.42
2014-02-18,'000596,¹Å¾®¹±¾Æ,23.4,24.34
2014-02-17,'000596,¹Å¾®¹±¾Æ,24.43,23.53
2014-02-14,'000596,¹Å¾®¹±¾Æ,23.8,23.1
2014-02-13,'000596,¹Å¾®¹±¾Æ,23.27,24.25
2014-02-12,'000596,¹Å¾®¹±¾Æ,24.32,24.72
2014-02-11,'000596,¹Å¾®¹±¾Æ,24.71,23.68
2014-02-10,'000596,¹Å¾®¹±¾Æ,23.79,23.41
2014-02-07,'000596,¹Å¾®¹±¾Æ,23.55,23.39
2014-01-30,'000596,¹Å¾®¹±¾Æ,23.63,24.02
2014-01-29,'000596,¹Å¾®¹±¾Æ,24.17,24.52
2014-01-28,'000596,¹Å¾®¹±¾Æ,24.76,24.8
2014-01-27,'000596,¹Å¾®¹±¾Æ,24.96,24.0
2014-01-24,'000596,¹Å¾®¹±¾Æ,24.2,24.2
2014-01-23,'000596,¹Å¾®¹±¾Æ,24.2,24.15
2014-01-22,'000596,¹Å¾®¹±¾Æ,24.16,22.9
2014-01-21,'000596,¹Å¾®¹±¾Æ,22.8,22.67
2014-01-20,'000596,¹Å¾®¹±¾Æ,22.9,22.4
2014-01-17,'000596,¹Å¾®¹±¾Æ,22.62,23.87
2014-01-16,'000596,¹Å¾®¹±¾Æ,23.87,23.67
2014-01-15,'000596,¹Å¾®¹±¾Æ,23.71,24.08
2014-01-14,'000596,¹Å¾®¹±¾Æ,24.22,23.18
2014-01-13,'000596,¹Å¾®¹±¾Æ,23.19,22.2
2014-01-10,'000596,¹Å¾®¹±¾Æ,22.16,22.21
2014-01-09,'000596,¹Å¾®¹±¾Æ,22.4,21.1
2014-01-08,'000596,¹Å¾®¹±¾Æ,21.51,21.93
2014-01-07,'000596,¹Å¾®¹±¾Æ,21.97,21.47
2014-01-06,'000596,¹Å¾®¹±¾Æ,21.55,22.6
2014-01-03,'000596,¹Å¾®¹±¾Æ,22.61,22.22
2014-01-02,'000596,¹Å¾®¹±¾Æ,22.31,22.3
2013-12-31,'000596,¹Å¾®¹±¾Æ,22.42,20.05
2013-12-30,'000596,¹Å¾®¹±¾Æ,20.38,20.27
2013-12-27,'000596,¹Å¾®¹±¾Æ,20.25,20.07
2013-12-26,'000596,¹Å¾®¹±¾Æ,20.16,20.99
2013-12-25,'000596,¹Å¾®¹±¾Æ,20.96,20.59
2013-12-24,'000596,¹Å¾®¹±¾Æ,20.68,20.89
2013-12-23,'000596,¹Å¾®¹±¾Æ,20.88,21.49
2013-12-20,'000596,¹Å¾®¹±¾Æ,21.78,21.69
2013-12-19,'000596,¹Å¾®¹±¾Æ,21.8,21.3
2013-12-18,'000596,¹Å¾®¹±¾Æ,21.22,21.43
2013-12-17,'000596,¹Å¾®¹±¾Æ,21.62,21.0
2013-12-16,'000596,¹Å¾®¹±¾Æ,20.98,21.91
2013-12-13,'000596,¹Å¾®¹±¾Æ,22.05,21.93
2013-12-12,'000596,¹Å¾®¹±¾Æ,22.2,22.55
2013-12-11,'000596,¹Å¾®¹±¾Æ,22.9,22.69
2013-12-10,'000596,¹Å¾®¹±¾Æ,22.95,22.55
2013-12-09,'000596,¹Å¾®¹±¾Æ,22.77,22.15
2013-12-06,'000596,¹Å¾®¹±¾Æ,22.33,20.67
2013-12-05,'000596,¹Å¾®¹±¾Æ,20.7,20.62
2013-12-04,'000596,¹Å¾®¹±¾Æ,20.68,20.41
2013-12-03,'000596,¹Å¾®¹±¾Æ,20.53,19.58
2013-12-02,'000596,¹Å¾®¹±¾Æ,19.64,21.0
2013-11-29,'000596,¹Å¾®¹±¾Æ,21.38,21.73
2013-11-28,'000596,¹Å¾®¹±¾Æ,21.89,21.49
2013-11-27,'000596,¹Å¾®¹±¾Æ,21.47,21.43
2013-11-26,'000596,¹Å¾®¹±¾Æ,21.61,21.2
2013-11-25,'000596,¹Å¾®¹±¾Æ,21.28,20.67
2013-11-22,'000596,¹Å¾®¹±¾Æ,20.88,21.36
2013-11-21,'000596,¹Å¾®¹±¾Æ,21.35,22.45
2013-11-20,'000596,¹Å¾®¹±¾Æ,22.65,21.77
2013-11-19,'000596,¹Å¾®¹±¾Æ,21.79,22.12
2013-11-18,'000596,¹Å¾®¹±¾Æ,22.38,22.12
2013-11-15,'000596,¹Å¾®¹±¾Æ,22.36,22.66
2013-11-14,'000596,¹Å¾®¹±¾Æ,22.85,22.6
2013-11-13,'000596,¹Å¾®¹±¾Æ,22.83,21.96
2013-11-12,'000596,¹Å¾®¹±¾Æ,21.9,19.8
2013-11-11,'000596,¹Å¾®¹±¾Æ,19.91,18.68
2013-11-08,'000596,¹Å¾®¹±¾Æ,18.79,18.7
2013-11-07,'000596,¹Å¾®¹±¾Æ,18.84,18.78
2013-11-06,'000596,¹Å¾®¹±¾Æ,18.84,18.01
2013-11-05,'000596,¹Å¾®¹±¾Æ,18.1,17.92
2013-11-04,'000596,¹Å¾®¹±¾Æ,18.21,18.3
2013-11-01,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2013-10-31,'000596,¹Å¾®¹±¾Æ,18.13,16.6
2013-10-30,'000596,¹Å¾®¹±¾Æ,16.48,16.42
2013-10-29,'000596,¹Å¾®¹±¾Æ,16.44,16.73
2013-10-28,'000596,¹Å¾®¹±¾Æ,16.84,17.35
2013-10-25,'000596,¹Å¾®¹±¾Æ,17.46,18.08
2013-10-24,'000596,¹Å¾®¹±¾Æ,18.1,18.4
2013-10-23,'000596,¹Å¾®¹±¾Æ,18.41,18.34
2013-10-22,'000596,¹Å¾®¹±¾Æ,18.28,18.36
2013-10-21,'000596,¹Å¾®¹±¾Æ,18.4,18.24
2013-10-18,'000596,¹Å¾®¹±¾Æ,18.24,18.33
2013-10-17,'000596,¹Å¾®¹±¾Æ,18.5,18.41
2013-10-16,'000596,¹Å¾®¹±¾Æ,18.4,19.0
2013-10-15,'000596,¹Å¾®¹±¾Æ,18.87,18.85
2013-10-14,'000596,¹Å¾®¹±¾Æ,19.07,18.24
2013-10-11,'000596,¹Å¾®¹±¾Æ,18.23,18.12
2013-10-10,'000596,¹Å¾®¹±¾Æ,18.14,18.7
2013-10-09,'000596,¹Å¾®¹±¾Æ,18.72,18.37
2013-10-08,'000596,¹Å¾®¹±¾Æ,18.38,18.15
2013-09-30,'000596,¹Å¾®¹±¾Æ,18.16,18.02
2013-09-27,'000596,¹Å¾®¹±¾Æ,18.06,18.55
2013-09-26,'000596,¹Å¾®¹±¾Æ,18.55,19.1
2013-09-25,'000596,¹Å¾®¹±¾Æ,19.21,19.9
2013-09-24,'000596,¹Å¾®¹±¾Æ,19.89,20.48
2013-09-23,'000596,¹Å¾®¹±¾Æ,20.2,20.07
2013-09-18,'000596,¹Å¾®¹±¾Æ,20.05,20.32
2013-09-17,'000596,¹Å¾®¹±¾Æ,20.33,21.2
2013-09-16,'000596,¹Å¾®¹±¾Æ,21.2,21.54
2013-09-13,'000596,¹Å¾®¹±¾Æ,21.54,21.11
2013-09-12,'000596,¹Å¾®¹±¾Æ,21.1,21.35
2013-09-11,'000596,¹Å¾®¹±¾Æ,21.2,20.95
2013-09-10,'000596,¹Å¾®¹±¾Æ,20.94,20.94
2013-09-09,'000596,¹Å¾®¹±¾Æ,20.91,20.7
2013-09-06,'000596,¹Å¾®¹±¾Æ,20.7,20.8
2013-09-05,'000596,¹Å¾®¹±¾Æ,20.65,20.79
2013-09-04,'000596,¹Å¾®¹±¾Æ,20.8,20.56
2013-09-03,'000596,¹Å¾®¹±¾Æ,20.77,20.45
2013-09-02,'000596,¹Å¾®¹±¾Æ,20.41,21.6
2013-08-30,'000596,¹Å¾®¹±¾Æ,21.82,22.17
2013-08-29,'000596,¹Å¾®¹±¾Æ,22.5,22.32
2013-08-28,'000596,¹Å¾®¹±¾Æ,22.15,22.6
2013-08-27,'000596,¹Å¾®¹±¾Æ,22.66,22.14
2013-08-26,'000596,¹Å¾®¹±¾Æ,22.18,21.69
2013-08-23,'000596,¹Å¾®¹±¾Æ,21.84,22.35
2013-08-22,'000596,¹Å¾®¹±¾Æ,22.36,22.2
2013-08-21,'000596,¹Å¾®¹±¾Æ,22.37,22.02
2013-08-20,'000596,¹Å¾®¹±¾Æ,22.04,22.01
2013-08-19,'000596,¹Å¾®¹±¾Æ,22.2,22.08
2013-08-16,'000596,¹Å¾®¹±¾Æ,22.11,22.5
2013-08-15,'000596,¹Å¾®¹±¾Æ,22.74,22.62
2013-08-14,'000596,¹Å¾®¹±¾Æ,22.65,22.91
2013-08-13,'000596,¹Å¾®¹±¾Æ,22.53,22.44
2013-08-12,'000596,¹Å¾®¹±¾Æ,22.3,21.21
2013-08-09,'000596,¹Å¾®¹±¾Æ,21.13,21.59
2013-08-08,'000596,¹Å¾®¹±¾Æ,21.33,21.16
2013-08-07,'000596,¹Å¾®¹±¾Æ,21.21,21.2
2013-08-06,'000596,¹Å¾®¹±¾Æ,21.27,20.95
2013-08-05,'000596,¹Å¾®¹±¾Æ,21.0,20.61
2013-08-02,'000596,¹Å¾®¹±¾Æ,20.57,20.6
2013-08-01,'000596,¹Å¾®¹±¾Æ,20.51,20.4
2013-07-31,'000596,¹Å¾®¹±¾Æ,20.14,20.59
2013-07-30,'000596,¹Å¾®¹±¾Æ,20.41,20.26
2013-07-29,'000596,¹Å¾®¹±¾Æ,20.23,20.79
2013-07-26,'000596,¹Å¾®¹±¾Æ,21.04,21.45
2013-07-25,'000596,¹Å¾®¹±¾Æ,21.31,20.55
2013-07-24,'000596,¹Å¾®¹±¾Æ,20.59,20.54
2013-07-23,'000596,¹Å¾®¹±¾Æ,20.67,20.21
2013-07-22,'000596,¹Å¾®¹±¾Æ,20.21,19.81
2013-07-19,'000596,¹Å¾®¹±¾Æ,20.17,20.6
2013-07-18,'000596,¹Å¾®¹±¾Æ,20.78,21.0
2013-07-17,'000596,¹Å¾®¹±¾Æ,21.16,21.6
2013-07-16,'000596,¹Å¾®¹±¾Æ,22.0,21.26
2013-07-15,'000596,¹Å¾®¹±¾Æ,21.38,21.18
2013-07-12,'000596,¹Å¾®¹±¾Æ,21.3,21.96
2013-07-11,'000596,¹Å¾®¹±¾Æ,21.96,19.97
2013-07-10,'000596,¹Å¾®¹±¾Æ,19.96,19.38
2013-07-09,'000596,¹Å¾®¹±¾Æ,19.49,19.95
2013-07-08,'000596,¹Å¾®¹±¾Æ,20.02,20.55
2013-07-05,'000596,¹Å¾®¹±¾Æ,20.91,20.7
2013-07-04,'000596,¹Å¾®¹±¾Æ,20.7,20.35
2013-07-03,'000596,¹Å¾®¹±¾Æ,20.63,21.07
2013-07-02,'000596,¹Å¾®¹±¾Æ,21.29,20.45
2013-07-01,'000596,¹Å¾®¹±¾Æ,20.43,20.88
2013-06-28,'000596,¹Å¾®¹±¾Æ,20.88,20.65
2013-06-27,'000596,¹Å¾®¹±¾Æ,20.79,21.5
2013-06-26,'000596,¹Å¾®¹±¾Æ,21.44,21.42
2013-06-25,'000596,¹Å¾®¹±¾Æ,21.47,21.69
2013-06-24,'000596,¹Å¾®¹±¾Æ,22.14,22.69
2013-06-21,'000596,¹Å¾®¹±¾Æ,23.1,22.6
2013-06-20,'000596,¹Å¾®¹±¾Æ,22.8,23.88
2013-06-19,'000596,¹Å¾®¹±¾Æ,24.14,23.03
2013-06-18,'000596,¹Å¾®¹±¾Æ,23.14,23.2
2013-06-17,'000596,¹Å¾®¹±¾Æ,23.14,23.8
2013-06-14,'000596,¹Å¾®¹±¾Æ,23.82,24.18
2013-06-13,'000596,¹Å¾®¹±¾Æ,24.38,24.3
2013-06-07,'000596,¹Å¾®¹±¾Æ,24.86,25.33
2013-06-06,'000596,¹Å¾®¹±¾Æ,25.63,26.04
2013-06-05,'000596,¹Å¾®¹±¾Æ,26.24,25.3
2013-06-04,'000596,¹Å¾®¹±¾Æ,25.38,26.3
2013-06-03,'000596,¹Å¾®¹±¾Æ,26.27,26.06
2013-05-31,'000596,¹Å¾®¹±¾Æ,26.06,26.24
2013-05-30,'000596,¹Å¾®¹±¾Æ,26.24,26.68
2013-05-29,'000596,¹Å¾®¹±¾Æ,26.8,27.13
2013-05-28,'000596,¹Å¾®¹±¾Æ,26.99,26.3
2013-05-27,'000596,¹Å¾®¹±¾Æ,26.35,26.28
2013-05-24,'000596,¹Å¾®¹±¾Æ,26.48,26.5
2013-05-23,'000596,¹Å¾®¹±¾Æ,26.5,26.6
2013-05-22,'000596,¹Å¾®¹±¾Æ,26.8,25.78
2013-05-21,'000596,¹Å¾®¹±¾Æ,25.85,25.85
2013-05-20,'000596,¹Å¾®¹±¾Æ,25.88,25.7
2013-05-17,'000596,¹Å¾®¹±¾Æ,25.59,24.68
2013-05-16,'000596,¹Å¾®¹±¾Æ,24.73,24.81
2013-05-15,'000596,¹Å¾®¹±¾Æ,24.86,25.0
2013-05-14,'000596,¹Å¾®¹±¾Æ,25.03,25.98
2013-05-13,'000596,¹Å¾®¹±¾Æ,26.0,25.8
2013-05-10,'000596,¹Å¾®¹±¾Æ,25.82,25.75
2013-05-09,'000596,¹Å¾®¹±¾Æ,25.92,25.81
2013-05-08,'000596,¹Å¾®¹±¾Æ,25.81,26.18
2013-05-07,'000596,¹Å¾®¹±¾Æ,26.53,24.48
2013-05-06,'000596,¹Å¾®¹±¾Æ,24.48,23.1
2013-05-03,'000596,¹Å¾®¹±¾Æ,23.1,22.95
2013-05-02,'000596,¹Å¾®¹±¾Æ,22.96,24.0
2013-04-26,'000596,¹Å¾®¹±¾Æ,24.19,24.8
2013-04-25,'000596,¹Å¾®¹±¾Æ,24.95,24.69
2013-04-24,'000596,¹Å¾®¹±¾Æ,24.74,25.15
