ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,¿ªÅÌ¼Û
2010-07-23,'000596,¹Å¾®¹±¾Æ,45.86,46.0
2010-07-22,'000596,¹Å¾®¹±¾Æ,45.93,44.23
2010-07-21,'000596,¹Å¾®¹±¾Æ,44.23,44.95
2010-07-20,'000596,¹Å¾®¹±¾Æ,44.54,44.47
2010-07-19,'000596,¹Å¾®¹±¾Æ,44.47,43.7
2010-07-16,'000596,¹Å¾®¹±¾Æ,43.99,43.98
2010-07-15,'000596,¹Å¾®¹±¾Æ,43.5,44.5
2010-07-14,'000596,¹Å¾®¹±¾Æ,44.67,45.1
2010-07-13,'000596,¹Å¾®¹±¾Æ,44.93,44.12
2010-07-12,'000596,¹Å¾®¹±¾Æ,44.69,44.75
2010-07-09,'000596,¹Å¾®¹±¾Æ,44.94,41.5
2010-07-08,'000596,¹Å¾®¹±¾Æ,42.0,41.71
2010-07-07,'000596,¹Å¾®¹±¾Æ,41.62,41.2
2010-07-06,'000596,¹Å¾®¹±¾Æ,41.17,39.22
2010-07-05,'000596,¹Å¾®¹±¾Æ,40.0,38.5
2010-07-02,'000596,¹Å¾®¹±¾Æ,40.25,41.31
2010-07-01,'000596,¹Å¾®¹±¾Æ,40.92,42.32
2010-06-30,'000596,¹Å¾®¹±¾Æ,42.3,40.3
2010-06-29,'000596,¹Å¾®¹±¾Æ,40.5,43.0
2010-06-28,'000596,¹Å¾®¹±¾Æ,43.15,44.2
2010-06-25,'000596,¹Å¾®¹±¾Æ,44.2,44.35
2010-06-24,'000596,¹Å¾®¹±¾Æ,44.7,44.6
2010-06-23,'000596,¹Å¾®¹±¾Æ,44.44,45.5
2010-06-22,'000596,¹Å¾®¹±¾Æ,45.16,43.1
2010-06-21,'000596,¹Å¾®¹±¾Æ,43.1,42.5
2010-06-18,'000596,¹Å¾®¹±¾Æ,42.75,42.55
2010-06-17,'000596,¹Å¾®¹±¾Æ,43.1,44.8
2010-06-11,'000596,¹Å¾®¹±¾Æ,44.37,45.46
2010-06-10,'000596,¹Å¾®¹±¾Æ,45.46,45.8
2010-06-09,'000596,¹Å¾®¹±¾Æ,45.8,44.96
2010-06-08,'000596,¹Å¾®¹±¾Æ,44.6,44.2
2010-06-07,'000596,¹Å¾®¹±¾Æ,45.01,44.74
2010-06-04,'000596,¹Å¾®¹±¾Æ,45.0,43.85
2010-06-03,'000596,¹Å¾®¹±¾Æ,44.5,43.9
2010-06-02,'000596,¹Å¾®¹±¾Æ,43.85,43.3
2010-06-01,'000596,¹Å¾®¹±¾Æ,43.46,44.38
2010-05-31,'000596,¹Å¾®¹±¾Æ,45.0,42.7
2010-05-28,'000596,¹Å¾®¹±¾Æ,42.96,41.5
2010-05-27,'000596,¹Å¾®¹±¾Æ,41.3,40.26
2010-05-26,'000596,¹Å¾®¹±¾Æ,40.22,40.1
2010-05-25,'000596,¹Å¾®¹±¾Æ,40.15,40.3
2010-05-24,'000596,¹Å¾®¹±¾Æ,40.94,39.98
2010-05-21,'000596,¹Å¾®¹±¾Æ,39.75,37.0
2010-05-20,'000596,¹Å¾®¹±¾Æ,38.69,39.5
2010-05-19,'000596,¹Å¾®¹±¾Æ,40.09,39.5
2010-05-18,'000596,¹Å¾®¹±¾Æ,40.4,40.66
2010-05-17,'000596,¹Å¾®¹±¾Æ,40.16,40.0
2010-05-14,'000596,¹Å¾®¹±¾Æ,41.47,40.01
2010-05-13,'000596,¹Å¾®¹±¾Æ,41.39,40.0
2010-05-12,'000596,¹Å¾®¹±¾Æ,40.9,41.9
2010-05-11,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2010-05-10,'000596,¹Å¾®¹±¾Æ,43.02,45.2
2010-05-07,'000596,¹Å¾®¹±¾Æ,44.99,44.0
2010-05-06,'000596,¹Å¾®¹±¾Æ,44.91,43.5
2010-05-05,'000596,¹Å¾®¹±¾Æ,43.15,42.92
2010-05-04,'000596,¹Å¾®¹±¾Æ,42.6,42.3
2010-04-30,'000596,¹Å¾®¹±¾Æ,42.5,41.8
2010-04-29,'000596,¹Å¾®¹±¾Æ,41.8,42.01
2010-04-28,'000596,¹Å¾®¹±¾Æ,42.4,42.5
2010-04-27,'000596,¹Å¾®¹±¾Æ,43.0,43.0
2010-04-26,'000596,¹Å¾®¹±¾Æ,43.32,45.58
2010-04-23,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2010-04-22,'000596,¹Å¾®¹±¾Æ,45.57,46.7
2010-04-21,'000596,¹Å¾®¹±¾Æ,46.7,45.2
2010-04-20,'000596,¹Å¾®¹±¾Æ,44.94,44.51
2010-04-19,'000596,¹Å¾®¹±¾Æ,44.05,45.05
2010-04-16,'000596,¹Å¾®¹±¾Æ,45.66,45.98
2010-04-15,'000596,¹Å¾®¹±¾Æ,46.09,45.0
2010-04-14,'000596,¹Å¾®¹±¾Æ,45.6,45.27
2010-04-13,'000596,¹Å¾®¹±¾Æ,45.26,47.3
2010-04-12,'000596,¹Å¾®¹±¾Æ,47.1,46.2
2010-04-09,'000596,¹Å¾®¹±¾Æ,46.12,43.6
2010-04-08,'000596,¹Å¾®¹±¾Æ,43.56,43.5
2010-04-07,'000596,¹Å¾®¹±¾Æ,43.5,42.2
2010-04-06,'000596,¹Å¾®¹±¾Æ,41.94,42.66
2010-04-02,'000596,¹Å¾®¹±¾Æ,42.63,41.8
2010-04-01,'000596,¹Å¾®¹±¾Æ,42.96,38.9
2010-03-31,'000596,¹Å¾®¹±¾Æ,39.05,38.49
2010-03-30,'000596,¹Å¾®¹±¾Æ,38.65,37.6
2010-03-29,'000596,¹Å¾®¹±¾Æ,37.6,37.51
2010-03-26,'000596,¹Å¾®¹±¾Æ,37.5,37.3
2010-03-25,'000596,¹Å¾®¹±¾Æ,37.02,36.49
2010-03-24,'000596,¹Å¾®¹±¾Æ,36.51,38.08
2010-03-23,'000596,¹Å¾®¹±¾Æ,38.04,36.36
2010-03-22,'000596,¹Å¾®¹±¾Æ,36.95,35.97
2010-03-19,'000596,¹Å¾®¹±¾Æ,35.97,36.36
2010-03-18,'000596,¹Å¾®¹±¾Æ,35.99,36.35
2010-03-17,'000596,¹Å¾®¹±¾Æ,36.35,36.0
2010-03-16,'000596,¹Å¾®¹±¾Æ,35.45,34.66
2010-03-15,'000596,¹Å¾®¹±¾Æ,34.74,35.02
2010-03-12,'000596,¹Å¾®¹±¾Æ,35.39,35.9
2010-03-11,'000596,¹Å¾®¹±¾Æ,36.0,37.08
2010-03-10,'000596,¹Å¾®¹±¾Æ,37.38,37.0
2010-03-09,'000596,¹Å¾®¹±¾Æ,37.0,35.3
2010-03-08,'000596,¹Å¾®¹±¾Æ,35.2,32.82
2010-03-05,'000596,¹Å¾®¹±¾Æ,32.72,33.05
2010-03-04,'000596,¹Å¾®¹±¾Æ,33.06,33.85
2010-03-03,'000596,¹Å¾®¹±¾Æ,33.85,33.7
2010-03-02,'000596,¹Å¾®¹±¾Æ,33.8,34.19
2010-03-01,'000596,¹Å¾®¹±¾Æ,34.11,33.81
2010-02-26,'000596,¹Å¾®¹±¾Æ,33.81,34.22
2010-02-25,'000596,¹Å¾®¹±¾Æ,34.12,33.23
2010-02-24,'000596,¹Å¾®¹±¾Æ,33.25,32.4
2010-02-23,'000596,¹Å¾®¹±¾Æ,33.07,33.2
2010-02-22,'000596,¹Å¾®¹±¾Æ,33.34,34.48
2010-02-12,'000596,¹Å¾®¹±¾Æ,34.5,34.48
2010-02-11,'000596,¹Å¾®¹±¾Æ,34.48,33.88
2010-02-10,'000596,¹Å¾®¹±¾Æ,33.88,33.8
2010-02-09,'000596,¹Å¾®¹±¾Æ,33.48,33.81
2010-02-08,'000596,¹Å¾®¹±¾Æ,34.12,34.61
2010-02-05,'000596,¹Å¾®¹±¾Æ,34.61,35.0
2010-02-04,'000596,¹Å¾®¹±¾Æ,35.55,35.51
2010-02-03,'000596,¹Å¾®¹±¾Æ,35.55,35.88
2010-02-02,'000596,¹Å¾®¹±¾Æ,35.88,36.5
2010-02-01,'000596,¹Å¾®¹±¾Æ,36.4,36.39
2010-01-29,'000596,¹Å¾®¹±¾Æ,36.39,35.33
2010-01-28,'000596,¹Å¾®¹±¾Æ,35.45,35.01
2010-01-27,'000596,¹Å¾®¹±¾Æ,35.01,35.25
2010-01-26,'000596,¹Å¾®¹±¾Æ,35.89,37.16
2010-01-25,'000596,¹Å¾®¹±¾Æ,37.71,37.44
2010-01-22,'000596,¹Å¾®¹±¾Æ,37.4,37.5
2010-01-21,'000596,¹Å¾®¹±¾Æ,38.18,37.9
2010-01-20,'000596,¹Å¾®¹±¾Æ,38.04,38.82
2010-01-19,'000596,¹Å¾®¹±¾Æ,38.75,37.4
2010-01-18,'000596,¹Å¾®¹±¾Æ,37.17,36.75
2010-01-15,'000596,¹Å¾®¹±¾Æ,36.75,36.9
2010-01-14,'000596,¹Å¾®¹±¾Æ,36.94,35.0
2010-01-13,'000596,¹Å¾®¹±¾Æ,35.12,34.1
2010-01-12,'000596,¹Å¾®¹±¾Æ,34.5,34.2
2010-01-11,'000596,¹Å¾®¹±¾Æ,34.2,34.8
2010-01-08,'000596,¹Å¾®¹±¾Æ,35.02,34.52
2010-01-07,'000596,¹Å¾®¹±¾Æ,34.8,35.7
2010-01-06,'000596,¹Å¾®¹±¾Æ,35.94,34.73
2010-01-05,'000596,¹Å¾®¹±¾Æ,34.73,34.36
2010-01-04,'000596,¹Å¾®¹±¾Æ,34.5,33.7
2009-12-31,'000596,¹Å¾®¹±¾Æ,33.99,33.11
2009-12-30,'000596,¹Å¾®¹±¾Æ,32.47,32.88
2009-12-29,'000596,¹Å¾®¹±¾Æ,32.88,33.1
2009-12-28,'000596,¹Å¾®¹±¾Æ,32.87,32.73
2009-12-25,'000596,¹Å¾®¹±¾Æ,32.73,32.89
2009-12-24,'000596,¹Å¾®¹±¾Æ,33.0,30.98
2009-12-23,'000596,¹Å¾®¹±¾Æ,30.98,30.6
2009-12-22,'000596,¹Å¾®¹±¾Æ,30.77,31.83
2009-12-21,'000596,¹Å¾®¹±¾Æ,31.84,30.57
2009-12-18,'000596,¹Å¾®¹±¾Æ,30.61,30.8
2009-12-17,'000596,¹Å¾®¹±¾Æ,30.85,31.91
2009-12-16,'000596,¹Å¾®¹±¾Æ,32.09,32.25
2009-12-15,'000596,¹Å¾®¹±¾Æ,32.44,32.91
2009-12-14,'000596,¹Å¾®¹±¾Æ,32.9,33.65
2009-12-11,'000596,¹Å¾®¹±¾Æ,33.65,33.73
2009-12-10,'000596,¹Å¾®¹±¾Æ,33.71,31.68
2009-12-09,'000596,¹Å¾®¹±¾Æ,31.9,31.38
2009-12-08,'000596,¹Å¾®¹±¾Æ,32.3,33.2
2009-12-07,'000596,¹Å¾®¹±¾Æ,32.84,32.9
2009-12-04,'000596,¹Å¾®¹±¾Æ,32.14,32.74
2009-12-03,'000596,¹Å¾®¹±¾Æ,32.93,33.0
2009-12-02,'000596,¹Å¾®¹±¾Æ,33.73,33.95
2009-12-01,'000596,¹Å¾®¹±¾Æ,34.4,33.7
2009-11-30,'000596,¹Å¾®¹±¾Æ,34.12,30.95
2009-11-27,'000596,¹Å¾®¹±¾Æ,31.02,31.9
2009-11-26,'000596,¹Å¾®¹±¾Æ,32.95,31.28
2009-11-25,'000596,¹Å¾®¹±¾Æ,31.05,27.61
2009-11-24,'000596,¹Å¾®¹±¾Æ,28.23,29.0
2009-11-23,'000596,¹Å¾®¹±¾Æ,27.52,24.99
2009-11-20,'000596,¹Å¾®¹±¾Æ,25.02,24.58
2009-11-19,'000596,¹Å¾®¹±¾Æ,24.58,24.53
2009-11-18,'000596,¹Å¾®¹±¾Æ,24.53,24.59
2009-11-17,'000596,¹Å¾®¹±¾Æ,24.6,24.9
2009-11-16,'000596,¹Å¾®¹±¾Æ,24.99,24.76
2009-11-13,'000596,¹Å¾®¹±¾Æ,24.87,24.92
2009-11-12,'000596,¹Å¾®¹±¾Æ,24.91,24.3
2009-11-11,'000596,¹Å¾®¹±¾Æ,24.42,24.25
2009-11-10,'000596,¹Å¾®¹±¾Æ,24.32,23.35
2009-11-09,'000596,¹Å¾®¹±¾Æ,23.5,23.55
2009-11-06,'000596,¹Å¾®¹±¾Æ,23.45,23.65
2009-11-05,'000596,¹Å¾®¹±¾Æ,23.42,23.4
2009-11-04,'000596,¹Å¾®¹±¾Æ,23.41,22.8
2009-11-03,'000596,¹Å¾®¹±¾Æ,22.99,22.11
2009-11-02,'000596,¹Å¾®¹±¾Æ,22.08,21.5
2009-10-30,'000596,¹Å¾®¹±¾Æ,21.59,21.25
2009-10-29,'000596,¹Å¾®¹±¾Æ,21.17,22.01
2009-10-28,'000596,¹Å¾®¹±¾Æ,22.05,21.75
2009-10-27,'000596,¹Å¾®¹±¾Æ,21.75,22.7
2009-10-26,'000596,¹Å¾®¹±¾Æ,22.74,23.0
2009-10-23,'000596,¹Å¾®¹±¾Æ,23.0,22.75
2009-10-22,'000596,¹Å¾®¹±¾Æ,22.92,22.5
2009-10-21,'000596,¹Å¾®¹±¾Æ,22.85,23.4
2009-10-20,'000596,¹Å¾®¹±¾Æ,23.43,22.19
2009-10-19,'000596,¹Å¾®¹±¾Æ,22.19,21.32
2009-10-16,'000596,¹Å¾®¹±¾Æ,21.79,22.0
2009-10-15,'000596,¹Å¾®¹±¾Æ,21.99,22.07
2009-10-14,'000596,¹Å¾®¹±¾Æ,22.07,21.91
2009-10-13,'000596,¹Å¾®¹±¾Æ,22.02,22.4
2009-10-12,'000596,¹Å¾®¹±¾Æ,22.05,21.99
2009-10-09,'000596,¹Å¾®¹±¾Æ,21.94,20.7
2009-09-30,'000596,¹Å¾®¹±¾Æ,20.65,20.5
2009-09-29,'000596,¹Å¾®¹±¾Æ,20.21,21.45
2009-09-28,'000596,¹Å¾®¹±¾Æ,21.2,22.47
2009-09-25,'000596,¹Å¾®¹±¾Æ,22.45,22.8
2009-09-24,'000596,¹Å¾®¹±¾Æ,22.81,23.52
2009-09-23,'000596,¹Å¾®¹±¾Æ,23.51,23.7
2009-09-22,'000596,¹Å¾®¹±¾Æ,23.95,23.06
2009-09-21,'000596,¹Å¾®¹±¾Æ,23.05,23.23
2009-09-18,'000596,¹Å¾®¹±¾Æ,23.47,24.1
2009-09-17,'000596,¹Å¾®¹±¾Æ,24.02,23.9
2009-09-16,'000596,¹Å¾®¹±¾Æ,23.95,23.8
2009-09-15,'000596,¹Å¾®¹±¾Æ,23.75,23.4
2009-09-14,'000596,¹Å¾®¹±¾Æ,23.4,23.25
2009-09-11,'000596,¹Å¾®¹±¾Æ,23.26,22.73
2009-09-10,'000596,¹Å¾®¹±¾Æ,22.96,23.09
2009-09-09,'000596,¹Å¾®¹±¾Æ,23.23,23.85
2009-09-08,'000596,¹Å¾®¹±¾Æ,23.73,23.89
2009-09-07,'000596,¹Å¾®¹±¾Æ,23.96,22.92
2009-09-04,'000596,¹Å¾®¹±¾Æ,22.89,22.65
2009-09-03,'000596,¹Å¾®¹±¾Æ,22.57,20.92
2009-09-02,'000596,¹Å¾®¹±¾Æ,20.72,20.8
2009-09-01,'000596,¹Å¾®¹±¾Æ,21.05,20.9
2009-08-31,'000596,¹Å¾®¹±¾Æ,20.9,22.0
2009-08-28,'000596,¹Å¾®¹±¾Æ,22.25,23.09
2009-08-27,'000596,¹Å¾®¹±¾Æ,23.09,22.56
2009-08-26,'000596,¹Å¾®¹±¾Æ,22.5,22.2
2009-08-25,'000596,¹Å¾®¹±¾Æ,21.79,22.35
2009-08-24,'000596,¹Å¾®¹±¾Æ,22.37,21.75
2009-08-21,'000596,¹Å¾®¹±¾Æ,21.74,19.76
2009-08-20,'000596,¹Å¾®¹±¾Æ,19.76,18.95
2009-08-19,'000596,¹Å¾®¹±¾Æ,18.85,19.7
2009-08-18,'000596,¹Å¾®¹±¾Æ,19.66,18.38
2009-08-17,'000596,¹Å¾®¹±¾Æ,18.68,20.3
2009-08-14,'000596,¹Å¾®¹±¾Æ,20.76,22.1
2009-08-13,'000596,¹Å¾®¹±¾Æ,22.03,22.2
2009-08-12,'000596,¹Å¾®¹±¾Æ,22.36,23.28
2009-08-11,'000596,¹Å¾®¹±¾Æ,23.4,22.69
2009-08-10,'000596,¹Å¾®¹±¾Æ,22.69,22.7
2009-08-07,'000596,¹Å¾®¹±¾Æ,22.52,23.37
2009-08-06,'000596,¹Å¾®¹±¾Æ,23.4,24.08
2009-08-05,'000596,¹Å¾®¹±¾Æ,24.4,23.85
2009-08-04,'000596,¹Å¾®¹±¾Æ,23.9,24.44
2009-08-03,'000596,¹Å¾®¹±¾Æ,24.48,23.55
2009-07-31,'000596,¹Å¾®¹±¾Æ,23.45,22.75
2009-07-30,'000596,¹Å¾®¹±¾Æ,22.63,22.2
2009-07-29,'000596,¹Å¾®¹±¾Æ,22.3,24.1
2009-07-28,'000596,¹Å¾®¹±¾Æ,24.1,24.7
2009-07-27,'000596,¹Å¾®¹±¾Æ,24.41,23.99
2009-07-24,'000596,¹Å¾®¹±¾Æ,23.99,24.65
2009-07-23,'000596,¹Å¾®¹±¾Æ,24.74,24.2
2009-07-22,'000596,¹Å¾®¹±¾Æ,24.64,24.48
2009-07-21,'000596,¹Å¾®¹±¾Æ,25.12,22.83
2009-07-20,'000596,¹Å¾®¹±¾Æ,22.84,22.64
2009-07-17,'000596,¹Å¾®¹±¾Æ,22.75,22.7
2009-07-16,'000596,¹Å¾®¹±¾Æ,22.85,23.23
2009-07-15,'000596,¹Å¾®¹±¾Æ,23.0,23.1
2009-07-14,'000596,¹Å¾®¹±¾Æ,23.22,22.82
2009-07-13,'000596,¹Å¾®¹±¾Æ,23.4,24.0
2009-07-10,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2009-07-09,'000596,¹Å¾®¹±¾Æ,23.11,21.1
2009-07-08,'000596,¹Å¾®¹±¾Æ,21.01,20.08
2009-07-07,'000596,¹Å¾®¹±¾Æ,19.1,17.7
2009-07-06,'000596,¹Å¾®¹±¾Æ,17.36,17.03
2009-07-03,'000596,¹Å¾®¹±¾Æ,17.0,16.95
2009-07-02,'000596,¹Å¾®¹±¾Æ,16.96,17.0
2009-07-01,'000596,¹Å¾®¹±¾Æ,16.95,17.0
2009-06-30,'000596,¹Å¾®¹±¾Æ,17.0,17.18
2009-06-29,'000596,¹Å¾®¹±¾Æ,17.18,16.75
2009-06-26,'000596,¹Å¾®¹±¾Æ,16.75,16.8
2009-06-25,'000596,¹Å¾®¹±¾Æ,16.75,17.15
2009-06-24,'000596,¹Å¾®¹±¾Æ,16.9,16.93
2009-06-23,'000596,¹Å¾®¹±¾Æ,16.9,17.42
2009-06-22,'000596,¹Å¾®¹±¾Æ,17.38,17.29
2009-06-19,'000596,¹Å¾®¹±¾Æ,17.29,16.6
2009-06-18,'000596,¹Å¾®¹±¾Æ,16.58,16.32
2009-06-17,'000596,¹Å¾®¹±¾Æ,16.32,16.6
2009-06-16,'000596,¹Å¾®¹±¾Æ,16.68,16.66
2009-06-15,'000596,¹Å¾®¹±¾Æ,16.78,15.9
2009-06-12,'000596,¹Å¾®¹±¾Æ,15.9,16.2
2009-06-11,'000596,¹Å¾®¹±¾Æ,16.5,16.93
2009-06-10,'000596,¹Å¾®¹±¾Æ,16.93,17.16
2009-06-09,'000596,¹Å¾®¹±¾Æ,17.25,16.65
2009-06-08,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2009-06-05,'000596,¹Å¾®¹±¾Æ,17.04,16.45
2009-06-04,'000596,¹Å¾®¹±¾Æ,16.58,17.03
2009-06-03,'000596,¹Å¾®¹±¾Æ,17.0,16.65
2009-06-02,'000596,¹Å¾®¹±¾Æ,16.65,16.34
2009-06-01,'000596,¹Å¾®¹±¾Æ,16.29,16.2
2009-05-27,'000596,¹Å¾®¹±¾Æ,16.25,15.63
2009-05-26,'000596,¹Å¾®¹±¾Æ,15.89,14.5
2009-05-25,'000596,¹Å¾®¹±¾Æ,14.5,14.28
2009-05-22,'000596,¹Å¾®¹±¾Æ,14.57,14.93
2009-05-21,'000596,¹Å¾®¹±¾Æ,14.86,15.0
2009-05-20,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2009-05-19,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2009-05-18,'000596,¹Å¾®¹±¾Æ,15.63,13.98
2009-05-15,'000596,¹Å¾®¹±¾Æ,14.21,13.18
2009-05-14,'000596,¹Å¾®¹±¾Æ,13.35,13.08
2009-05-13,'000596,¹Å¾®¹±¾Æ,13.2,13.1
2009-05-12,'000596,¹Å¾®¹±¾Æ,13.08,12.65
2009-05-11,'000596,¹Å¾®¹±¾Æ,12.69,13.34
2009-05-08,'000596,¹Å¾®¹±¾Æ,13.43,13.45
2009-05-07,'000596,¹Å¾®¹±¾Æ,13.43,13.58
2009-05-06,'000596,¹Å¾®¹±¾Æ,13.7,12.51
2009-05-05,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2009-05-04,'000596,¹Å¾®¹±¾Æ,12.48,12.1
2009-04-30,'000596,¹Å¾®¹±¾Æ,12.21,12.2
2009-04-29,'000596,¹Å¾®¹±¾Æ,12.16,11.87
2009-04-28,'000596,¹Å¾®¹±¾Æ,11.78,11.7
2009-04-27,'000596,¹Å¾®¹±¾Æ,11.77,12.5
2009-04-24,'000596,¹Å¾®¹±¾Æ,12.59,12.18
2009-04-23,'000596,¹Å¾®¹±¾Æ,12.15,11.8
2009-04-22,'000596,¹Å¾®¹±¾Æ,11.86,12.8
2009-04-21,'000596,¹Å¾®¹±¾Æ,12.69,12.8
2009-04-20,'000596,¹Å¾®¹±¾Æ,13.05,12.21
2009-04-17,'000596,¹Å¾®¹±¾Æ,12.24,12.62
2009-04-16,'000596,¹Å¾®¹±¾Æ,12.62,12.98
2009-04-15,'000596,¹Å¾®¹±¾Æ,13.1,12.57
2009-04-14,'000596,¹Å¾®¹±¾Æ,12.5,11.8
2009-04-13,'000596,¹Å¾®¹±¾Æ,11.8,11.91
2009-04-10,'000596,¹Å¾®¹±¾Æ,11.8,11.5
2009-04-09,'000596,¹Å¾®¹±¾Æ,11.4,11.38
2009-04-08,'000596,¹Å¾®¹±¾Æ,11.59,11.53
2009-04-07,'000596,¹Å¾®¹±¾Æ,11.61,11.84
2009-04-03,'000596,¹Å¾®¹±¾Æ,11.82,11.78
2009-04-02,'000596,¹Å¾®¹±¾Æ,11.79,11.68
2009-04-01,'000596,¹Å¾®¹±¾Æ,11.71,11.3
2009-03-31,'000596,¹Å¾®¹±¾Æ,11.3,11.08
2009-03-30,'000596,¹Å¾®¹±¾Æ,11.44,11.69
2009-03-27,'000596,¹Å¾®¹±¾Æ,11.69,12.08
2009-03-26,'000596,¹Å¾®¹±¾Æ,12.01,11.86
2009-03-25,'000596,¹Å¾®¹±¾Æ,11.88,11.03
2009-03-24,'000596,¹Å¾®¹±¾Æ,11.15,11.11
2009-03-23,'000596,¹Å¾®¹±¾Æ,11.04,10.72
2009-03-20,'000596,¹Å¾®¹±¾Æ,10.72,10.87
2009-03-19,'000596,¹Å¾®¹±¾Æ,10.87,10.7
2009-03-18,'000596,¹Å¾®¹±¾Æ,10.69,10.44
2009-03-17,'000596,¹Å¾®¹±¾Æ,10.4,10.0
2009-03-16,'000596,¹Å¾®¹±¾Æ,9.96,9.8
2009-03-13,'000596,¹Å¾®¹±¾Æ,9.89,10.1
2009-03-12,'000596,¹Å¾®¹±¾Æ,10.08,10.15
2009-03-11,'000596,¹Å¾®¹±¾Æ,10.21,10.52
2009-03-10,'000596,¹Å¾®¹±¾Æ,10.4,10.16
2009-03-09,'000596,¹Å¾®¹±¾Æ,10.17,10.79
2009-03-06,'000596,¹Å¾®¹±¾Æ,10.48,10.09
2009-03-05,'000596,¹Å¾®¹±¾Æ,10.35,10.48
2009-03-04,'000596,¹Å¾®¹±¾Æ,10.45,10.05
2009-03-03,'000596,¹Å¾®¹±¾Æ,10.01,9.7
2009-03-02,'000596,¹Å¾®¹±¾Æ,9.94,9.6
2009-02-27,'000596,¹Å¾®¹±¾Æ,9.81,10.05
2009-02-26,'000596,¹Å¾®¹±¾Æ,10.9,11.7
2009-02-25,'000596,¹Å¾®¹±¾Æ,11.72,12.18
2009-02-24,'000596,¹Å¾®¹±¾Æ,12.0,12.65
2009-02-23,'000596,¹Å¾®¹±¾Æ,12.85,12.0
2009-02-20,'000596,¹Å¾®¹±¾Æ,11.9,11.1
2009-02-19,'000596,¹Å¾®¹±¾Æ,11.62,11.4
2009-02-18,'000596,¹Å¾®¹±¾Æ,10.8,10.5
2009-02-17,'000596,¹Å¾®¹±¾Æ,10.71,11.25
2009-02-16,'000596,¹Å¾®¹±¾Æ,11.2,10.99
2009-02-13,'000596,¹Å¾®¹±¾Æ,10.92,10.78
2009-02-12,'000596,¹Å¾®¹±¾Æ,10.78,10.73
2009-02-11,'000596,¹Å¾®¹±¾Æ,10.72,10.16
2009-02-10,'000596,¹Å¾®¹±¾Æ,10.32,10.12
2009-02-09,'000596,¹Å¾®¹±¾Æ,10.04,9.97
2009-02-06,'000596,¹Å¾®¹±¾Æ,9.88,9.55
2009-02-05,'000596,¹Å¾®¹±¾Æ,9.55,9.4
2009-02-04,'000596,¹Å¾®¹±¾Æ,9.46,9.21
2009-02-03,'000596,¹Å¾®¹±¾Æ,9.26,8.81
2009-02-02,'000596,¹Å¾®¹±¾Æ,8.98,8.96
2009-01-23,'000596,¹Å¾®¹±¾Æ,8.96,9.23
2009-01-22,'000596,¹Å¾®¹±¾Æ,9.31,9.4
2009-01-21,'000596,¹Å¾®¹±¾Æ,9.15,9.32
2009-01-20,'000596,¹Å¾®¹±¾Æ,9.39,9.23
2009-01-19,'000596,¹Å¾®¹±¾Æ,9.29,9.64
2009-01-16,'000596,¹Å¾®¹±¾Æ,9.59,9.02
2009-01-15,'000596,¹Å¾®¹±¾Æ,9.02,8.94
2009-01-14,'000596,¹Å¾®¹±¾Æ,9.02,8.69
2009-01-13,'000596,¹Å¾®¹±¾Æ,8.7,9.16
2009-01-12,'000596,¹Å¾®¹±¾Æ,9.18,9.18
2009-01-09,'000596,¹Å¾®¹±¾Æ,9.15,8.91
2009-01-08,'000596,¹Å¾®¹±¾Æ,8.91,8.96
2009-01-07,'000596,¹Å¾®¹±¾Æ,9.03,8.9
2009-01-06,'000596,¹Å¾®¹±¾Æ,8.9,8.52
2009-01-05,'000596,¹Å¾®¹±¾Æ,8.52,8.4
2008-12-31,'000596,¹Å¾®¹±¾Æ,8.28,8.79
2008-12-30,'000596,¹Å¾®¹±¾Æ,8.53,8.7
2008-12-29,'000596,¹Å¾®¹±¾Æ,8.81,8.7
2008-12-26,'000596,¹Å¾®¹±¾Æ,8.67,9.18
2008-12-25,'000596,¹Å¾®¹±¾Æ,9.18,9.8
2008-12-24,'000596,¹Å¾®¹±¾Æ,10.02,9.01
2008-12-23,'000596,¹Å¾®¹±¾Æ,9.12,9.3
2008-12-22,'000596,¹Å¾®¹±¾Æ,9.28,8.78
2008-12-19,'000596,¹Å¾®¹±¾Æ,8.85,8.89
2008-12-18,'000596,¹Å¾®¹±¾Æ,8.88,8.62
2008-12-17,'000596,¹Å¾®¹±¾Æ,8.64,8.59
2008-12-16,'000596,¹Å¾®¹±¾Æ,8.46,8.32
2008-12-15,'000596,¹Å¾®¹±¾Æ,8.33,8.32
2008-12-12,'000596,¹Å¾®¹±¾Æ,8.18,8.6
2008-12-11,'000596,¹Å¾®¹±¾Æ,8.81,9.15
2008-12-10,'000596,¹Å¾®¹±¾Æ,9.18,8.87
2008-12-09,'000596,¹Å¾®¹±¾Æ,0.0,0.0
2008-12-08,'000596,¹Å¾®¹±¾Æ,9.23,9.12
2008-12-05,'000596,¹Å¾®¹±¾Æ,9.04,8.61
