日期,股票代码,名称,收盘价,开盘价
2019-01-11,'000007,全新好,7.74,7.71
2019-01-10,'000007,全新好,7.87,8.04
2019-01-09,'000007,全新好,8.11,7.86
2019-01-08,'000007,全新好,7.85,8.1
2019-01-07,'000007,全新好,8.06,8.11
2019-01-04,'000007,全新好,8.0,7.65
2019-01-03,'000007,全新好,7.83,8.07
2019-01-02,'000007,全新好,8.12,8.05
2018-12-28,'000007,全新好,8.06,8.18
2018-12-27,'000007,全新好,8.17,8.78
2018-12-26,'000007,全新好,8.7,8.5
2018-12-25,'000007,全新好,8.56,8.36
2018-12-24,'000007,全新好,8.54,8.4
2018-12-21,'000007,全新好,8.37,8.66
2018-12-20,'000007,全新好,8.73,8.83
2018-12-19,'000007,全新好,8.83,8.94
2018-12-18,'000007,全新好,9.18,8.64
2018-12-17,'000007,全新好,8.59,8.05
2018-12-14,'000007,全新好,8.1,8.52
2018-12-13,'000007,全新好,8.54,8.34
2018-12-12,'000007,全新好,8.26,8.54
2018-12-11,'000007,全新好,8.32,7.49
2018-12-10,'000007,全新好,7.56,7.83
2018-12-07,'000007,全新好,8.0,8.15
2018-12-06,'000007,全新好,8.37,7.9
2018-12-05,'000007,全新好,7.9,8.23
2018-12-04,'000007,全新好,8.13,7.43
2018-12-03,'000007,全新好,7.39,7.37
2018-11-30,'000007,全新好,7.15,7.44
2018-11-29,'000007,全新好,7.41,8.03
2018-11-28,'000007,全新好,8.1,8.2
2018-11-27,'000007,全新好,8.25,8.38
2018-11-26,'000007,全新好,8.64,9.09
2018-11-23,'000007,全新好,9.6,9.67
2018-11-22,'000007,全新好,9.96,9.4
2018-11-21,'000007,全新好,9.05,8.33
2018-11-20,'000007,全新好,8.23,8.3
2018-11-19,'000007,全新好,8.15,8.28
2018-11-16,'000007,全新好,8.17,7.88
2018-11-15,'000007,全新好,7.95,8.0
2018-11-14,'000007,全新好,8.0,9.17
2018-11-13,'000007,全新好,8.34,8.18
2018-11-12,'000007,全新好,7.58,7.2
2018-11-09,'000007,全新好,7.29,7.15
2018-11-08,'000007,全新好,7.32,7.13
2018-11-07,'000007,全新好,7.03,7.11
2018-11-06,'000007,全新好,7.03,7.3
2018-11-05,'000007,全新好,7.64,7.2
2018-11-02,'000007,全新好,7.17,7.39
2018-11-01,'000007,全新好,7.16,7.25
2018-10-31,'000007,全新好,7.25,7.13
2018-10-30,'000007,全新好,7.04,6.99
2018-10-29,'000007,全新好,6.93,7.39
2018-10-26,'000007,全新好,7.7,7.72
2018-10-25,'000007,全新好,7.62,7.77
2018-10-24,'000007,全新好,8.44,8.17
2018-10-23,'000007,全新好,8.47,8.47
2018-10-22,'000007,全新好,7.7,7.7
2018-10-19,'000007,全新好,7.0,6.69
2018-10-18,'000007,全新好,6.36,5.86
2018-10-17,'000007,全新好,5.78,5.94
2018-10-16,'000007,全新好,5.94,6.48
2018-10-15,'000007,全新好,6.36,6.36
2018-10-12,'000007,全新好,5.78,5.61
2018-10-11,'000007,全新好,5.55,5.83
2018-10-10,'000007,全新好,6.17,6.62
2018-10-09,'000007,全新好,6.86,6.53
2018-10-08,'000007,全新好,7.05,7.05
2018-09-28,'000007,全新好,7.83,7.83
2018-09-27,'000007,全新好,8.7,8.7
2018-09-26,'000007,全新好,9.67,9.67
2018-09-25,'000007,全新好,10.74,11.89
2018-09-21,'000007,全新好,11.93,11.9
2018-09-20,'000007,全新好,12.09,12.2
2018-09-19,'000007,全新好,12.22,12.33
2018-09-18,'000007,全新好,12.32,12.21
2018-09-17,'000007,全新好,12.26,12.35
2018-09-14,'000007,全新好,12.32,12.35
2018-09-13,'000007,全新好,12.33,12.39
2018-09-12,'000007,全新好,12.37,12.34
2018-09-11,'000007,全新好,12.34,12.09
2018-09-10,'000007,全新好,12.1,12.31
2018-09-07,'000007,全新好,12.34,12.42
2018-09-06,'000007,全新好,12.53,12.55
2018-09-05,'000007,全新好,12.57,12.52
2018-09-04,'000007,全新好,12.59,12.6
2018-09-03,'000007,全新好,12.6,12.16
2018-08-31,'000007,全新好,12.23,12.28
2018-08-30,'000007,全新好,12.22,12.59
2018-08-29,'000007,全新好,12.59,12.91
2018-08-28,'000007,全新好,12.73,12.65
2018-08-27,'000007,全新好,12.68,12.7
2018-08-24,'000007,全新好,12.79,12.81
2018-08-23,'000007,全新好,12.81,12.75
2018-08-22,'000007,全新好,12.78,12.85
2018-08-21,'000007,全新好,12.88,12.98
2018-08-20,'000007,全新好,12.91,12.92
2018-08-17,'000007,全新好,12.92,13.09
2018-08-16,'000007,全新好,13.04,12.9
2018-08-15,'000007,全新好,12.92,13.25
2018-08-14,'000007,全新好,13.22,13.3
2018-08-13,'000007,全新好,13.17,13.17
2018-08-10,'000007,全新好,13.33,13.01
2018-08-09,'000007,全新好,13.16,12.51
2018-08-08,'000007,全新好,12.76,12.85
2018-08-07,'000007,全新好,13.05,12.4
2018-08-06,'000007,全新好,12.46,12.56
2018-08-03,'000007,全新好,12.95,12.5
2018-08-02,'000007,全新好,12.85,13.11
2018-08-01,'000007,全新好,13.1,13.35
2018-07-31,'000007,全新好,13.4,13.58
2018-07-30,'000007,全新好,13.37,13.76
2018-07-27,'000007,全新好,13.91,13.27
2018-07-26,'000007,全新好,13.28,13.29
2018-07-25,'000007,全新好,13.36,13.38
2018-07-24,'000007,全新好,13.38,13.26
2018-07-23,'000007,全新好,13.42,13.42
2018-07-20,'000007,全新好,13.44,13.8
2018-07-19,'000007,全新好,13.92,14.63
2018-07-18,'000007,全新好,14.75,13.95
2018-07-17,'000007,全新好,14.05,13.96
2018-07-16,'000007,全新好,13.96,14.0
2018-07-13,'000007,全新好,14.3,13.56
2018-07-12,'000007,全新好,13.55,13.58
2018-07-11,'000007,全新好,13.52,13.77
2018-07-10,'000007,全新好,13.9,13.5
2018-07-09,'000007,全新好,13.54,13.4
2018-07-06,'000007,全新好,13.41,13.4
2018-07-05,'000007,全新好,13.28,13.38
2018-07-04,'000007,全新好,13.38,13.42
2018-07-03,'000007,全新好,13.41,13.08
2018-07-02,'000007,全新好,13.26,13.16
2018-06-29,'000007,全新好,13.39,13.55
2018-06-28,'000007,全新好,0.0,0.0
2018-06-27,'000007,全新好,0.0,0.0
2018-06-26,'000007,全新好,0.0,0.0
2018-06-25,'000007,全新好,0.0,0.0
2018-06-22,'000007,全新好,0.0,0.0
2018-06-21,'000007,全新好,0.0,0.0
2018-06-20,'000007,全新好,0.0,0.0
2018-06-19,'000007,全新好,0.0,0.0
2018-06-15,'000007,全新好,0.0,0.0
2018-06-14,'000007,全新好,0.0,0.0
2018-06-13,'000007,全新好,13.66,13.64
2018-06-12,'000007,全新好,13.74,13.8
2018-06-11,'000007,全新好,13.77,13.55
2018-06-08,'000007,全新好,13.8,13.94
2018-06-07,'000007,全新好,13.84,13.85
2018-06-06,'000007,全新好,13.9,13.74
2018-06-05,'000007,全新好,13.89,13.67
2018-06-04,'000007,全新好,13.8,13.11
2018-06-01,'000007,全新好,13.3,13.43
2018-05-31,'000007,全新好,13.63,13.72
2018-05-30,'000007,全新好,13.72,13.47
2018-05-29,'000007,全新好,13.47,13.41
2018-05-28,'000007,全新好,13.48,13.63
2018-05-25,'000007,全新好,13.63,13.75
2018-05-24,'000007,全新好,13.81,13.49
2018-05-23,'000007,全新好,13.3,13.23
2018-05-22,'000007,全新好,13.31,13.22
