日期,股票代码,名称,收盘价,开盘价
2019-01-11,'000008,神州高铁,4.06,4.01
2019-01-10,'000008,神州高铁,4.01,4.08
2019-01-09,'000008,神州高铁,4.09,4.12
2019-01-08,'000008,神州高铁,4.14,4.07
2019-01-07,'000008,神州高铁,4.07,3.95
2019-01-04,'000008,神州高铁,3.91,3.8
2019-01-03,'000008,神州高铁,3.84,3.87
2019-01-02,'000008,神州高铁,3.88,3.89
2018-12-28,'000008,神州高铁,3.89,3.9
2018-12-27,'000008,神州高铁,3.89,4.01
2018-12-26,'000008,神州高铁,3.98,4.02
2018-12-25,'000008,神州高铁,3.97,4.03
2018-12-24,'000008,神州高铁,3.96,3.85
2018-12-21,'000008,神州高铁,3.85,3.81
2018-12-20,'000008,神州高铁,3.83,3.8
2018-12-19,'000008,神州高铁,3.82,3.88
2018-12-18,'000008,神州高铁,3.88,3.92
2018-12-17,'000008,神州高铁,3.91,4.0
2018-12-14,'000008,神州高铁,3.97,4.06
2018-12-13,'000008,神州高铁,4.1,3.89
2018-12-12,'000008,神州高铁,3.88,3.88
2018-12-11,'000008,神州高铁,3.87,3.83
2018-12-10,'000008,神州高铁,3.82,3.89
2018-12-07,'000008,神州高铁,3.92,3.91
2018-12-06,'000008,神州高铁,3.91,3.98
2018-12-05,'000008,神州高铁,3.97,3.94
2018-12-04,'000008,神州高铁,4.0,3.96
2018-12-03,'000008,神州高铁,3.97,3.87
2018-11-30,'000008,神州高铁,3.76,3.77
2018-11-29,'000008,神州高铁,3.79,4.01
2018-11-28,'000008,神州高铁,3.99,3.99
2018-11-27,'000008,神州高铁,3.98,3.98
2018-11-26,'000008,神州高铁,3.96,4.05
2018-11-23,'000008,神州高铁,4.05,4.19
2018-11-22,'000008,神州高铁,4.19,4.24
2018-11-21,'000008,神州高铁,4.23,4.01
2018-11-20,'000008,神州高铁,4.03,4.19
2018-11-19,'000008,神州高铁,4.17,4.2
2018-11-16,'000008,神州高铁,4.21,4.22
2018-11-15,'000008,神州高铁,4.23,4.2
2018-11-14,'000008,神州高铁,4.22,4.29
2018-11-13,'000008,神州高铁,4.3,4.14
2018-11-12,'000008,神州高铁,4.22,3.99
2018-11-09,'000008,神州高铁,0.0,0.0
2018-11-08,'000008,神州高铁,0.0,0.0
2018-11-07,'000008,神州高铁,0.0,0.0
2018-11-06,'000008,神州高铁,4.43,4.48
2018-11-05,'000008,神州高铁,4.52,4.41
2018-11-02,'000008,神州高铁,4.37,4.37
2018-11-01,'000008,神州高铁,4.35,4.43
2018-10-31,'000008,神州高铁,4.41,4.29
2018-10-30,'000008,神州高铁,4.3,4.25
2018-10-29,'000008,神州高铁,4.21,4.27
2018-10-26,'000008,神州高铁,4.25,4.2
2018-10-25,'000008,神州高铁,4.17,3.97
2018-10-24,'000008,神州高铁,4.07,4.04
